date;station;CO;NO2;O3;PM10;PM2.5;SO2;hour;weekday;monthday;week;month;quarter;year
2017-01-03 11:00:00;badaling_aq;0.7;85.0;6.0;73.0;40.0;25.0;11;1;3;1;1;1;2017
2017-01-03 12:00:00;aotizhongxin_aq;7.5;199.0;2.0;448.0;437.0;16.0;12;1;3;1;1;1;2017
2017-01-03 12:00:00;badaling_aq;0.5;65.0;20.0;59.0;31.0;19.0;12;1;3;1;1;1;2017
2017-01-03 13:00:00;aotizhongxin_aq;7.7;195.0;2.0;486.0;464.0;13.0;13;1;3;1;1;1;2017
2017-01-03 13:00:00;badaling_aq;0.5;62.0;21.0;50.0;25.0;16.0;13;1;3;1;1;1;2017
2017-01-03 14:00:00;aotizhongxin_aq;8.2;200.0;3.0;486.0;483.0;12.0;14;1;3;1;1;1;2017
2017-01-03 14:00:00;badaling_aq;0.5;65.0;16.0;60.0;27.0;16.0;14;1;3;1;1;1;2017
2017-01-03 15:00:00;aotizhongxin_aq;8.7;196.0;3.0;476.0;447.0;11.0;15;1;3;1;1;1;2017
2017-01-03 15:00:00;badaling_aq;0.5;65.0;16.0;60.0;27.0;16.0;15;1;3;1;1;1;2017
2017-01-03 16:00:00;aotizhongxin_aq;8.9;188.0;2.0;493.0;440.0;10.0;16;1;3;1;1;1;2017
2017-01-03 16:00:00;badaling_aq;0.6;61.0;14.0;68.0;31.0;15.0;16;1;3;1;1;1;2017
2017-01-03 17:00:00;aotizhongxin_aq;8.6;190.0;2.0;502.0;463.0;9.0;17;1;3;1;1;1;2017
2017-01-03 17:00:00;badaling_aq;0.6;68.0;6.0;74.0;32.0;16.0;17;1;3;1;1;1;2017
2017-01-03 18:00:00;aotizhongxin_aq;8.6;190.0;2.0;502.0;463.0;9.0;18;1;3;1;1;1;2017
2017-01-03 18:00:00;badaling_aq;0.6;63.0;6.0;69.0;31.0;15.0;18;1;3;1;1;1;2017
2017-01-03 19:00:00;aotizhongxin_aq;9.6;193.0;2.0;504.0;463.0;11.0;19;1;3;1;1;1;2017
2017-01-03 19:00:00;badaling_aq;0.7;62.0;6.0;51.0;32.0;15.0;19;1;3;1;1;1;2017
2017-01-03 20:00:00;aotizhongxin_aq;9.7;195.0;2.0;539.0;473.0;11.0;20;1;3;1;1;1;2017
2017-01-03 20:00:00;badaling_aq;0.8;62.0;2.0;61.0;36.0;16.0;20;1;3;1;1;1;2017
2017-01-03 21:00:00;aotizhongxin_aq;9.9;180.0;3.0;561.0;488.0;10.0;21;1;3;1;1;1;2017
2017-01-03 21:00:00;badaling_aq;0.9;60.0;3.0;59.0;39.0;14.0;21;1;3;1;1;1;2017
2017-01-03 22:00:00;aotizhongxin_aq;10.1;196.0;4.0;506.0;500.0;12.0;22;1;3;1;1;1;2017
2017-01-03 22:00:00;badaling_aq;0.9;55.0;6.0;74.0;44.0;13.0;22;1;3;1;1;1;2017
2017-01-03 23:00:00;aotizhongxin_aq;7.5;158.0;2.0;506.0;392.0;12.0;23;1;3;1;1;1;2017
2017-01-03 23:00:00;badaling_aq;0.9;62.0;3.0;64.0;46.0;15.0;23;1;3;1;1;1;2017
2017-01-04 00:00:00;aotizhongxin_aq;7.2;149.0;2.0;506.0;338.0;15.0;0;2;4;1;1;1;2017
2017-01-04 00:00:00;badaling_aq;0.9;55.0;4.0;65.0;42.0;13.0;0;2;4;1;1;1;2017
2017-01-04 01:00:00;aotizhongxin_aq;7.3;156.0;3.0;342.0;338.0;14.0;1;2;4;1;1;1;2017
2017-01-04 01:00:00;badaling_aq;1.1;54.0;5.0;77.0;54.0;17.0;1;2;4;1;1;1;2017
2017-01-04 02:00:00;aotizhongxin_aq;9.2;208.0;4.0;469.0;441.0;18.0;2;2;4;1;1;1;2017
2017-01-04 02:00:00;badaling_aq;1.6;62.0;9.0;116.0;80.0;37.0;2;2;4;1;1;1;2017
2017-01-04 03:00:00;aotizhongxin_aq;5.6;154.0;9.0;469.0;333.0;27.0;3;2;4;1;1;1;2017
2017-01-04 03:00:00;badaling_aq;1.6;69.0;13.0;134.0;85.0;57.0;3;2;4;1;1;1;2017
2017-01-04 04:00:00;aotizhongxin_aq;3.4;107.0;17.0;469.0;167.0;30.0;4;2;4;1;1;1;2017
2017-01-04 04:00:00;badaling_aq;1.6;64.0;22.0;132.0;89.0;63.0;4;2;4;1;1;1;2017
2017-01-04 05:00:00;aotizhongxin_aq;0.4;131.0;27.0;469.0;216.0;31.0;5;2;4;1;1;1;2017
2017-01-04 05:00:00;badaling_aq;1.9;74.0;21.0;147.0;109.0;64.0;5;2;4;1;1;1;2017
2017-01-04 06:00:00;aotizhongxin_aq;4.9;167.0;23.0;469.0;291.0;31.0;6;2;4;1;1;1;2017
2017-01-04 06:00:00;badaling_aq;1.5;61.0;43.0;147.0;95.0;47.0;6;2;4;1;1;1;2017
2017-01-04 07:00:00;aotizhongxin_aq;6.1;179.0;20.0;331.0;325.0;37.0;7;2;4;1;1;1;2017
2017-01-04 07:00:00;badaling_aq;1.3;61.0;73.0;115.0;77.0;24.0;7;2;4;1;1;1;2017
2017-01-04 08:00:00;aotizhongxin_aq;7.1;179.0;16.0;331.0;367.0;43.0;8;2;4;1;1;1;2017
2017-01-04 08:00:00;badaling_aq;1.7;90.0;63.0;129.0;119.0;27.0;8;2;4;1;1;1;2017
2017-01-04 09:00:00;aotizhongxin_aq;6.8;179.0;7.0;331.0;322.0;40.0;9;2;4;1;1;1;2017
2017-01-04 09:00:00;badaling_aq;1.6;112.0;38.0;111.0;111.0;29.0;9;2;4;1;1;1;2017
2017-01-04 10:00:00;aotizhongxin_aq;6.6;175.0;2.0;331.0;298.0;29.0;10;2;4;1;1;1;2017
2017-01-04 10:00:00;badaling_aq;1.8;120.0;28.0;127.0;107.0;29.0;10;2;4;1;1;1;2017
2017-01-04 11:00:00;aotizhongxin_aq;6.8;176.0;2.0;331.0;304.0;26.0;11;2;4;1;1;1;2017
2017-01-04 11:00:00;badaling_aq;1.8;82.0;69.0;127.0;115.0;29.0;11;2;4;1;1;1;2017
2017-01-04 12:00:00;aotizhongxin_aq;0.8;186.0;2.0;331.0;346.0;18.0;12;2;4;1;1;1;2017
2017-01-04 12:00:00;badaling_aq;0.2;112.0;34.0;145.0;122.0;33.0;12;2;4;1;1;1;2017
2017-01-04 13:00:00;aotizhongxin_aq;8.3;180.0;2.0;331.0;356.0;14.0;13;2;4;1;1;1;2017
2017-01-04 13:00:00;badaling_aq;2.4;142.0;5.0;165.0;135.0;34.0;13;2;4;1;1;1;2017
2017-01-04 14:00:00;aotizhongxin_aq;9.1;164.0;2.0;331.0;380.0;10.0;14;2;4;1;1;1;2017
2017-01-04 14:00:00;badaling_aq;2.8;130.0;13.0;175.0;151.0;37.0;14;2;4;1;1;1;2017
2017-01-04 15:00:00;aotizhongxin_aq;8.4;134.0;2.0;331.0;328.0;8.0;15;2;4;1;1;1;2017
2017-01-04 15:00:00;badaling_aq;3.9;141.0;5.0;221.0;179.0;38.0;15;2;4;1;1;1;2017
2017-01-04 16:00:00;aotizhongxin_aq;7.2;114.0;2.0;331.0;203.0;7.0;16;2;4;1;1;1;2017
2017-01-04 16:00:00;badaling_aq;4.5;140.0;6.0;240.0;201.0;35.0;16;2;4;1;1;1;2017
2017-01-04 17:00:00;aotizhongxin_aq;7.1;112.0;2.0;331.0;168.0;9.0;17;2;4;1;1;1;2017
2017-01-04 17:00:00;badaling_aq;5.1;140.0;4.0;244.0;232.0;30.0;17;2;4;1;1;1;2017
2017-01-04 18:00:00;aotizhongxin_aq;5.7;114.0;2.0;331.0;159.0;5.0;18;2;4;1;1;1;2017
2017-01-04 18:00:00;badaling_aq;5.3;125.0;7.0;244.0;232.0;32.0;18;2;4;1;1;1;2017
2017-01-04 19:00:00;aotizhongxin_aq;4.8;114.0;2.0;331.0;168.0;5.0;19;2;4;1;1;1;2017
2017-01-04 19:00:00;badaling_aq;5.2;123.0;4.0;225.0;222.0;31.0;19;2;4;1;1;1;2017
2017-01-04 20:00:00;aotizhongxin_aq;4.8;114.0;2.0;331.0;175.0;6.0;20;2;4;1;1;1;2017
2017-01-04 20:00:00;badaling_aq;5.2;130.0;4.0;220.0;220.0;31.0;20;2;4;1;1;1;2017
2017-01-04 21:00:00;aotizhongxin_aq;7.4;126.0;2.0;360.0;256.0;6.0;21;2;4;1;1;1;2017
2017-01-04 21:00:00;badaling_aq;5.4;128.0;2.0;249.0;224.0;29.0;21;2;4;1;1;1;2017
2017-01-04 22:00:00;aotizhongxin_aq;8.7;133.0;2.0;401.0;336.0;6.0;22;2;4;1;1;1;2017
2017-01-04 22:00:00;badaling_aq;6.5;136.0;2.0;249.0;239.0;17.0;22;2;4;1;1;1;2017
2017-01-04 23:00:00;aotizhongxin_aq;8.2;132.0;2.0;324.0;284.0;7.0;23;2;4;1;1;1;2017
2017-01-04 23:00:00;badaling_aq;6.5;129.0;2.0;249.0;198.0;7.0;23;2;4;1;1;1;2017
2017-01-05 00:00:00;aotizhongxin_aq;7.9;133.0;2.0;324.0;275.0;9.0;0;3;5;1;1;1;2017
2017-01-05 00:00:00;badaling_aq;5.2;107.0;4.0;249.0;146.0;5.0;0;3;5;1;1;1;2017
2017-01-05 01:00:00;aotizhongxin_aq;7.7;135.0;2.0;324.0;271.0;11.0;1;3;5;1;1;1;2017
2017-01-05 01:00:00;badaling_aq;3.5;71.0;24.0;249.0;111.0;4.0;1;3;5;1;1;1;2017
2017-01-05 02:00:00;aotizhongxin_aq;7.6;134.0;2.0;324.0;276.0;12.0;2;3;5;1;1;1;2017
2017-01-05 02:00:00;badaling_aq;2.6;51.0;43.0;249.0;106.0;6.0;2;3;5;1;1;1;2017
2017-01-05 03:00:00;aotizhongxin_aq;7.4;132.0;2.0;324.0;267.0;11.0;3;3;5;1;1;1;2017
2017-01-05 03:00:00;badaling_aq;2.3;51.0;45.0;109.0;105.0;8.0;3;3;5;1;1;1;2017
2017-01-05 04:00:00;aotizhongxin_aq;0.7;129.0;2.0;324.0;249.0;11.0;4;3;5;1;1;1;2017
2017-01-05 04:00:00;badaling_aq;2.6;47.0;45.0;109.0;107.0;7.0;4;3;5;1;1;1;2017
2017-01-05 05:00:00;aotizhongxin_aq;0.6;121.0;3.0;324.0;239.0;12.0;5;3;5;1;1;1;2017
2017-01-05 05:00:00;badaling_aq;2.7;43.0;43.0;109.0;87.0;7.0;5;3;5;1;1;1;2017
2017-01-05 06:00:00;aotizhongxin_aq;5.3;112.0;6.0;324.0;223.0;13.0;6;3;5;1;1;1;2017
2017-01-05 06:00:00;badaling_aq;2.7;41.0;44.0;109.0;101.0;6.0;6;3;5;1;1;1;2017
2017-01-05 07:00:00;aotizhongxin_aq;4.5;105.0;10.0;324.0;206.0;15.0;7;3;5;1;1;1;2017
2017-01-05 07:00:00;badaling_aq;2.4;47.0;39.0;109.0;93.0;7.0;7;3;5;1;1;1;2017
2017-01-05 08:00:00;aotizhongxin_aq;3.8;96.0;13.0;324.0;162.0;20.0;8;3;5;1;1;1;2017
2017-01-05 08:00:00;badaling_aq;1.9;48.0;41.0;109.0;77.0;9.0;8;3;5;1;1;1;2017
2017-01-05 09:00:00;aotizhongxin_aq;4.1;110.0;3.0;324.0;184.0;21.0;9;3;5;1;1;1;2017
2017-01-05 09:00:00;badaling_aq;1.7;59.0;34.0;109.0;93.0;9.0;9;3;5;1;1;1;2017
2017-01-05 10:00:00;aotizhongxin_aq;4.1;119.0;2.0;324.0;183.0;21.0;10;3;5;1;1;1;2017
2017-01-05 10:00:00;badaling_aq;1.8;66.0;28.0;89.0;86.0;8.0;10;3;5;1;1;1;2017
2017-01-05 11:00:00;aotizhongxin_aq;4.5;122.0;2.0;199.0;191.0;20.0;11;3;5;1;1;1;2017
2017-01-05 11:00:00;badaling_aq;1.9;71.0;23.0;89.0;88.0;8.0;11;3;5;1;1;1;2017
2017-01-05 12:00:00;aotizhongxin_aq;5.2;126.0;2.0;199.0;219.0;17.0;12;3;5;1;1;1;2017
2017-01-05 12:00:00;badaling_aq;0.2;68.0;22.0;105.0;96.0;6.0;12;3;5;1;1;1;2017
2017-01-05 13:00:00;aotizhongxin_aq;4.7;122.0;2.0;199.0;199.0;16.0;13;3;5;1;1;1;2017
2017-01-05 13:00:00;badaling_aq;2.1;74.0;11.0;105.0;98.0;6.0;13;3;5;1;1;1;2017
2017-01-05 14:00:00;aotizhongxin_aq;4.4;116.0;2.0;199.0;180.0;15.0;14;3;5;1;1;1;2017
2017-01-05 14:00:00;badaling_aq;2.4;80.0;2.0;115.0;109.0;11.0;14;3;5;1;1;1;2017
2017-01-05 15:00:00;aotizhongxin_aq;4.9;116.0;2.0;199.0;184.0;12.0;15;3;5;1;1;1;2017
2017-01-05 15:00:00;badaling_aq;2.3;74.0;2.0;109.0;109.0;11.0;15;3;5;1;1;1;2017
2017-01-05 16:00:00;aotizhongxin_aq;5.3;111.0;2.0;199.0;184.0;10.0;16;3;5;1;1;1;2017
2017-01-05 16:00:00;badaling_aq;2.9;77.0;2.0;127.0;125.0;12.0;16;3;5;1;1;1;2017
2017-01-05 17:00:00;aotizhongxin_aq;0.5;111.0;2.0;199.0;184.0;10.0;17;3;5;1;1;1;2017
2017-01-05 17:00:00;badaling_aq;2.4;74.0;2.0;152.0;116.0;9.0;17;3;5;1;1;1;2017
2017-01-05 18:00:00;aotizhongxin_aq;4.6;103.0;2.0;199.0;176.0;12.0;18;3;5;1;1;1;2017
2017-01-05 18:00:00;badaling_aq;2.3;62.0;2.0;126.0;107.0;6.0;18;3;5;1;1;1;2017
2017-01-05 19:00:00;aotizhongxin_aq;3.8;98.0;2.0;199.0;159.0;14.0;19;3;5;1;1;1;2017
2017-01-05 19:00:00;badaling_aq;2.3;64.0;2.0;118.0;102.0;5.0;19;3;5;1;1;1;2017
2017-01-05 20:00:00;aotizhongxin_aq;3.9;100.0;2.0;199.0;158.0;18.0;20;3;5;1;1;1;2017
2017-01-05 20:00:00;badaling_aq;2.3;61.0;2.0;117.0;104.0;5.0;20;3;5;1;1;1;2017
2017-01-05 21:00:00;aotizhongxin_aq;4.3;101.0;2.0;199.0;171.0;20.0;21;3;5;1;1;1;2017
2017-01-05 21:00:00;badaling_aq;2.2;57.0;3.0;117.0;103.0;4.0;21;3;5;1;1;1;2017
2017-01-05 22:00:00;aotizhongxin_aq;4.5;100.0;2.0;199.0;169.0;20.0;22;3;5;1;1;1;2017
2017-01-05 22:00:00;badaling_aq;2.4;61.0;2.0;124.0;108.0;7.0;22;3;5;1;1;1;2017
2017-01-05 23:00:00;aotizhongxin_aq;4.5;94.0;2.0;199.0;177.0;24.0;23;3;5;1;1;1;2017
2017-01-05 23:00:00;badaling_aq;2.4;65.0;2.0;124.0;109.0;8.0;23;3;5;1;1;1;2017
2017-01-06 00:00:00;aotizhongxin_aq;4.2;94.0;2.0;199.0;170.0;26.0;0;4;6;1;1;1;2017
2017-01-06 00:00:00;badaling_aq;2.4;62.0;5.0;124.0;115.0;6.0;0;4;6;1;1;1;2017
2017-01-06 01:00:00;aotizhongxin_aq;4.9;97.0;2.0;199.0;175.0;30.0;1;4;6;1;1;1;2017
2017-01-06 01:00:00;badaling_aq;2.1;57.0;16.0;124.0;110.0;6.0;1;4;6;1;1;1;2017
2017-01-06 02:00:00;aotizhongxin_aq;5.7;105.0;2.0;199.0;211.0;31.0;2;4;6;1;1;1;2017
2017-01-06 02:00:00;badaling_aq;2.1;37.0;35.0;124.0;105.0;6.0;2;4;6;1;1;1;2017
2017-01-06 03:00:00;aotizhongxin_aq;4.9;101.0;6.0;199.0;216.0;29.0;3;4;6;1;1;1;2017
2017-01-06 03:00:00;badaling_aq;0.2;41.0;31.0;124.0;106.0;7.0;3;4;6;1;1;1;2017
2017-01-06 04:00:00;aotizhongxin_aq;0.4;92.0;16.0;199.0;193.0;29.0;4;4;6;1;1;1;2017
2017-01-06 04:00:00;badaling_aq;0.2;44.0;29.0;124.0;108.0;10.0;4;4;6;1;1;1;2017
2017-01-06 05:00:00;aotizhongxin_aq;3.8;88.0;25.0;199.0;188.0;31.0;5;4;6;1;1;1;2017
2017-01-06 05:00:00;badaling_aq;2.3;51.0;25.0;124.0;123.0;16.0;5;4;6;1;1;1;2017
2017-01-06 06:00:00;aotizhongxin_aq;4.1;113.0;16.0;199.0;200.0;33.0;6;4;6;1;1;1;2017
2017-01-06 06:00:00;badaling_aq;2.4;56.0;27.0;124.0;142.0;24.0;6;4;6;1;1;1;2017
2017-01-06 07:00:00;aotizhongxin_aq;4.3;130.0;10.0;199.0;214.0;31.0;7;4;6;1;1;1;2017
